text,likes,impressions,followers
"In November 2021 I said I was going to learn about gin because I’m convinced I don’t like it. 

In September 2022 I went to a gin distillery and thought gin was ok. 

So progress?",9,1226,3691
"We can have our late lunch/dinner now 🫶🏻😘

CONGRATULATIONS JIMIN!🎉🫶🏻
Congratulations Team Jimin, Jimin lovers! 🫶🏻

#WithYouTop1KpopSong
WITH YOU BEST KPOP SONG",66,1284,1790
What kind of idiot cries in their lunch (me),14,507,938
"The time for breakfast has passed my friend, direct lunch he bana lo ab.  #sundayvibes",3,132,961
to eat yakiniku with one's money,3,475,460
"Now available: @TGBrews King Sue, @lagunitasbruhws Hazy Wonder!",1,763,38
3 hr wait for kbbq has me really think dam ay comida en la casa,0,51,297
"*watching #GinnyandGeorgia*
Francis: “I think I’ll start making my own smoothies from now on” 🤣",2,111,65
"There is never going to be a high tech cure for cancer. The best cure/prevention is a low fat diet, in countries like Japan and PayPal new guinea were there were higher levels of smoking they still had low instances of cancer because of this diet.",0,45,66
"Y’all know that “girl, enjoy the lunch! Enjoy the drinks” sound? That’s the type of friends I want, when I say I want to make friends this year.",0,119,904
The kids and I are watching Matilda and now I'm craving chocolate cake. So now Delilah and my niece are baking me one😂 this boy has me craving everything.,2,96,244
dosa is the choice,0,29,108
I just woke up it's 1pm should I still eat lunch?,4,216,943
Eating oatmeal and ramen and hot coca becaaus I’m heigh,6,118,429
nothing will ever beat going to wash clothes at midnight and stealing ppls tide pods while eyeing the mf cooking ramen in the community kitchen of Sidney’s dorm😭😭,2,52,60
"If anybody wants coffee, this is their chance to grab some before he drinks down the rest of the batch.",0,77,1719
"New ""diet"" / plan for what I'm eating 

Breakfast: 2 hard boiled eggs
Lunch : brown rice + corn + peas + tuna
Dinner : tomato soup (but may vary)

Total cals would be around 990 (just by this)

But imma slowly cut it down as days go

STARTS TMR!!! CUZ ALL MY COFFEE STUFF CAME !",0,25,208
"i’ve been staying (mostly) on track but i’ve been fucking plateaued for the past two days. i’m going to fast until the number on the scale goes down again, then pick up where i left off with the abc diet.",0,26,15
Holland is out to lunch if he thinks he can wait until March for a move. Skinner is about to watch a superstar performance go down as a loss  because our defense doesn't know how to defend the front of the net Hes had 4 years at the helm. Fix your 💩💩 Holland #oilers,0,27,4
"🐉: Anyway. Ya don’t need to do anythin’ to entertain me, Nito. Hurry up and finish yer lunch. Seein’ ya leave a good half of it uneaten like that’s gettin’ on my nerves more than I’d like.",0,52,204
Okay back on my diet. I need to drop 15 pounds 😂,0,74,279
"“you look really tired” i really am.
 *drinks more coffee*",2,134,345
It’s okay to open some new restaurants in Chicago that are not soul food restaurants. We got enough of those!,4,488,2864
Took my daughter out to lunch today.  We talked about school and ate yummy Tex Mex.  It was nice.  She turns 29 in a couple weeks.,2,75,102
It makes me so sad thinking about leaving our food truck business 🥲🥲🥲 I got so used to working with my parents 😭,0,113,230
The Manhattan Transfer - Soul Food To Go,0,2,412
Really just closed on this watch piece over lunch like that,0,76,141
i can go to a dancy bar and pay $38 for a tequila or go to ohanlons and pay $38 for unlimited drinks and more dua lipa than an irish bar normally plays,4,251,535
Wkwkwk indeed bro u hv to😄 anw thanks ya for the reminder n enjoy ur lunch! @A_GitaJKT48 #GiTalk,0,122,26
I told me mum I'm gonna cook lunch for myself and she cut the call laughing. I don't need this slander😠,0,51,173
"not me only taking a grab home half an hr bfre my exam

at least i bought my lunch",0,124,1429
lunch time,0,2,97
I wanted my sister to come get me way earlier so i could have her help me make some Mexican food 😑,0,277,2797
PAKBET! for lunch..,0,4,122
I’m baking cookies is this what soft black man era supposed to be,10,900,2257
I miss having yakisoba....,2,160,1850
"Mango, lime &amp; ginger smoothie 🥤 for a snack!",0,7,266
I want party jollof…it’s actually been too long,0,109,152
Why are we still calling things cheat meals? Can’t we find a way to talk about food and diets honestly?,0,2,8
almost 98% positive i saw wesley tucker today at the farmers market 🙃,0,333,804
"Hey there. Welcome to the land of miracles. 

Your local cuisine dish will be 🥁 
 
Vietnamese spring rolls.  

I challenge you to eat this dish with a local person. And without closing your elegant eyes.",0,1,51
Chronic diseases can be effectively prevented through reasonable nutrition intake. Dieticians do not advocate maintaining body structure by reducing food intake. Most people simply suffer from uncontrolled diet.,0,6,0
This year I’m working towards opening my food truck.,0,3,2
name a food and i wont eat it for 8 weeks!! need to get my diet back on track :),0,67,95
1 ep &gt; clean &gt; order lunch,0,29,134
Am amazing Mysore masala dosa to start the day with &gt;&gt; an English breakfast.,0,17,26
"Someone once told me you're supposed to eat a cake on your birthday... Tada! Here's your birthday cake — it's apple flavored! And here's a spoon. The cake didn't rise properly in the oven, that's why it looks more akin to an apple pie... Ugh, baking is really quite complicated!",0,4,7
"terri was done so wrong in soul food lmao. like her sister stole her man, cousin slept with her husband, family used and abused her for money… no way i’d still be talking to that family",1,187,2114
"Maybe she’s born with it, or maybe it’s lip injections, botox, a bbl,
three hours a day in the gym and a bland diet of chicken/rice/veggies.",3,291,721
I’m going out for lunch yay,1,86,214
"i’m a kbbq princess, i sit there while everyone else cooks",17,612,166
Hand over the cup noodle and nobody gets hurt.,0,10,695
"Thank you for reminding me to lunch, don't forget to breath okaaay @A_GitaJKT48 #GiTalk",1,234,496
"We know you've been waiting for this one 😀 Create your lunch with spinach, venison, hollandaise sauce, and pici 😊",0,0,8
"this is a lunch's menu, Roasted Bacon🥓, severed with Noodle🍜 , then vegetable for today will recommend with Salad🥗",0,2,31
wow making a matcha latte at home is super easy who'd'a thought,1,101,454
Settle masak for lunch ✅,1,83,1004
"So our annual holiday party - restarted for the first time in several years - was postponed due to COVID. First time holding it during #DryJanuary and I have to say, hosting a party sober is SO MUCH easier!! Was running the bar, cleaning up as I went, pounding @AthleticBrewing",4,187,2451
"Burning down food processing plants
Injecting livestock
MRNA &amp; GMO's in vegetables
Sterilizing bees 
Seedless fruit
Bill Gates biggest land owner in US
Moderna &amp; Pfizer plants being built in UK, Aust, &amp; Canada
49 Bio labs in U k r aine
Fake war in U k ra ai ne
Selected leaders",187,3045,5906
"Picking lunch over the subway
I got four bucks to my name
And it's another morning bike ride
In the fucking freezing rain",4,271,1602
"when it's lunch for me, it's dinnertime for her",3,79,281
I had to teach myself how to use chop sticks 😭😂 but i will be getting my lunch from that spot from now on .,0,28,223
distinct craving for those weird long sugar cookies with the sprinkles they had in public school lunch,2,165,26
in this lifetime I want lunch reservations at club33 🤞🏾💭✨,0,71,335
"msg is the gods' spice. my bf is filipino and he and his mom put that shit on everything and it is so fuckin good. he put it on popcorn the other day and i almost cried because of how fuckin good it was. 

why do white ppl ruin everything? msg is a soul food spice.",0,101,1024
Lucas lives with his wife Arya in Bolsover. He relaxes by betting on horses and baking festive Chorley cakes.,0,11,22
Mne best nk lunch kt key ell nie,0,564,13
Afternoon ena spl Lunch?????,4,1176,4550
"Got a piece of bulgur or some breading from a schnitzel in the wrong throat last night and I’m still uncomfortable and coughing.

That’s something like… 10-12 hours. Fuuuck this shit so much.",0,25,68
Lucas lunch would be the next Jaime harrison,5,608,1387
"Tw // fatphobia / diet culture / eating disorder mention
.
.
.
.
.
.
.
.
I've been gaining weight because of my meds, and my grandma has been really fatphobic to me and now wants to force me to join weight watchers.",23,590,4956
"Tweeting about yo coworker buying you breakfast, but not your boyfriend buying you lunch is strange behavior 🤨",2,157,321
I want kbbq,0,18,1
"Take a rest, eat lunch, and recharge energy...",0,25,14229
Making tortang talong as comfort food 🫶🏻 i love making it so therapeutic ( im burning an eggplant),4,178,341
"This Wed, you will make me 🌮 for lunch 😡",0,0,14
I would’ve thank me with your wallet. They replaced dropped on Chris’s head. The flight of pigeons in chain link kissed Lunch cards overdrawn.,0,6,31
"I get my own dinner after work , I get my own lunch before work.. Itu orang tak tahu 🤷🏽‍♂️",0,16,270
Gunna made a song called 200 for lunch nd dey be talking bt he not even fat how do u even spend 200 on 1 meal,0,43,10
"Also Dear...
What is about 'next year' Dear?
Is it something Important for you? 🧐🤔
I hope that'll be Important Day or Oçassion for Us 🙏☺
Have you eat your lunch yet Baby?
What is your plan for today?
Have a Splendor Sunday My Saucy Sunshine🌞 😍😍
You are My Ëarth Añgel 😚😚",0,2,0
"Terpost on my igstory I’m having my period pain 
Someone : do you have comfort food at your house? If no I can order a grab for you

Thank you for the kind gesture 🥺",2,151,1029
i wanna take a shit but damn my lunch break is after at 2:30 pm lol,1,334,611
"ABC Diet • Day One: Success ✅
Limit: 500cals
Intake: 380cals
Burned (Activity): 330cals
Burned (Total): 1, 878cals",2,35,65
"since I'm still in my Birthday era, i'd like to share MY OPINION on which concept our cake girls did best

Irene: Odd Recipe &gt; Reve Power
Seulgi: Odd Recipe = Reve Power
Wendy: Odd Recipe &gt; Reve Power
Joy: Reve Power &gt; Odd Recipe
Yeri: Odd Recipe = Reve Power",0,186,279
"Hi, 
Travelling with RJPB TEJUS EXPRESS FROM RJPB TO NDLS TRAIN NO.12310 In coach A4 which is delayed by 5hrs no proper breakfast arrangemets they are serving khichdi for lunch even got stone in the packed snack that was served by irctc.@RailMinIndia @IRCTCOFFICIAL1",0,151,11
Yulio cold bloodedly told me to eat my pride ramen bcs i'll get to go to the museum everyday once i live in tokyo/yokohama 😡,0,111,93
"smartest decision ive made recently is instead of making a whole batch of cookies when i want them ( too much work , too late at night , too much to clean ) i just divide the recipe by 6 and make edible cookie dough instead . its great",2,53,435
"I still think about that time Kash invited me and Taysha over for mimosas at 9am. She put everything in them drinks BUT champagne. We was drunk af by the afternoon, hung over by the evening.",0,98,205
I want some food from the food truck in vp 🥲,0,66,907
